Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,id,Valid
CASC,China,2007,16:08:00,Long March 3A,SinoSat 3,Active,69.7,Success,3426,1
ULA,USA,2007,02:34:00,Delta II 7420-10C,COSMO-SkyMed,Retired,,Success,3427,1
NASA,USA,2007,23:38:00,Space Shuttle Atlantis,STS-117,Retired,450,Success,3428,1
IAI,Israel,2007,,Shavit-2,Ofek-7,Active,,Success,3429,1
Kosmotras,Kazakhstan,2007,02:14:00,Dnepr,TerraSAR-X,Retired,29,Success,3430,1
ULA,USA,2007,15:11:00,Atlas V 401,NROL-30 & NOSS-3,Active,109,Partial Failure,3431,1
Kosmotras,Russia,2007,15:02:00,Dnepr,Genesis 2,Retired,29,Success,3432,1
VKS RF,Kazakhstan,2007,10:00:00,Zenit-2,Cosmos 2428,Retired,,Success,3433,1
VKS RF,Russia,2007,19:38:00,Cosmos-3M (11K65M),SAR-Lupe 2,Retired,,Success,3434,1
CASC,China,2007,20:08:00,Long March 3B,Chinasat-6B,Retired,,Success,3435,1
ULA,USA,2007,09:26:00,Delta II 7925,Phoenix,Retired,,Success,3436,1
NASA,USA,2007,22:36:00,Space Shuttle Endeavour,STS-118,Retired,450,Success,3437,1
Arianespace,France,2007,23:44:00,Ariane 5 ECA,Spaceway-3 & BSat-3A,Active,200,Success,3438,1
ISRO,India,2007,12:51:00,GSLV Mk I,INSAT-4CR,Retired,47,Partial Failure,3439,1
VKS RF,Russia,2007,13:05:00,Cosmos-3M (11K65M),Cosmos 2429,Retired,,Success,3440,1
MHI,Japan,2007,01:31:00,H-IIA 2022,SELENE,Retired,,Success,3441,1
ULA,USA,2007,18:35:00,Delta II 7920-10C,DigitalGlobe WorldView-1,Retired,,Success,3442,1
CASC,China,2007,03:26:00,Long March 4B,CBERS-2B,Active,64.68,Success,3443,1
ULA,USA,2007,11:34:00,Delta II 7925H,Dawn,Retired,,Success,3444,1
Arianespace,France,2007,22:02:00,Ariane 5 GS,Intelsat 11 & Optus D2,Retired,,Success,3445,1
ULA,USA,2007,00:22:00,Atlas V 421,WSG-1,Active,123,Success,3446,1
ULA,USA,2007,12:23:00,Delta II 7925,GPS IIRM-4,Retired,,Success,3447,1
NASA,USA,2007,03:38:00,Space Shuttle Discovery,STS-120,Retired,450,Success,3448,1
VKS RF,Russia,2007,04:39:00,Molniya-M /Block 2BL,Cosmos 2430,Retired,,Success,3449,1
CASC,China,2007,10:05:00,Long March 3B,Chang'e 1,Retired,,Success,3450,1
VKS RF,Russia,2007,00:51:00,Cosmos-3M (11K65M),SAR-Lupe 3,Retired,,Success,3451,1
ULA,USA,2007,01:50:00,Delta IV Heavy,DSP-23,Active,350,Success,3452,1
CASC,China,2007,22:48:00,Long March 4C,Yaogan 3,Active,64.68,Success,3453,1
Arianespace,France,2007,22:03:00,Ariane 5 ECA,Skynet 5B & Star One C1,Active,200,Success,3454,1
ULA,USA,2007,02:31:00,Delta II 7420-10C,COSMO-2,Retired,,Success,3455,1
ULA,USA,2007,22:05:00,Atlas V 401,NROL-24,Active,109,Success,3456,1
ULA,USA,2007,20:04:00,Delta II 7925,GPS IIRM-5,Retired,,Success,3457,1
Arianespace,France,2007,21:41:00,Ariane 5 GS,Rascom-QAF1 & Horizons-2,Retired,,Success,3458,1
ISRO,India,2008,03:45:00,PSLV-CA,TecSAR,Active,21,Success,3459,1
NASA,USA,2008,19:45:00,Space Shuttle Atlantis,STS-122,Retired,450,Success,3460,1
MHI,Japan,2008,08:55:00,H-IIA 202,Kizuna,Active,90,Success,3461,1
Arianespace,France,2008,04:03:00,Ariane 5 ES,Jules Verne ATV,Retired,,Success,3462,1
NASA,USA,2008,06:28:00,Space Shuttle Endeavour,STS-123,Retired,450,Success,3463,1
ULA,USA,2008,10:02:00,Atlas V 411,NROL-28,Retired,115,Success,3464,1
ULA,USA,2008,06:10:00,Delta II 7925,GPS IIRM-6,Retired,,Success,3465,1
VKS RF,Russia,2008,17:16:00,Cosmos-3M (11K65M),SAR-Lupe 4,Retired,,Success,3466,1
ULA,USA,2008,20:12:00,Atlas V 421,ICO G1,Active,123,Success,3467,1
Northrop,USA,2008,17:01:00,Pegasus XL,C/NOFS,Active,40,Success,3468,1
Arianespace,France,2008,22:17:00,Ariane 5 ECA,Star One C2 & Vinasat-1,Active,200,Success,3469,1
CASC,China,2008,15:35:00,Long March 3C,Tianlian I-01,Retired,20.14,Success,3470,1
ISRO,India,2008,03:53:00,PSLV-CA,Cartosat-2A & Rideshares,Active,21,Success,3471,1
Land Launch,Kazakhstan,2008,05:00:00,Zenit-3 SLB,AMOS 3,Retired,,Partial Failure,3472,1
VKS RF,Russia,2008,15:20:00,Rokot/Briz KM,"Cosmos 2437 to 2439, Youbilielnyi",Retired,41.8,Success,3473,1
CASC,China,2008,03:02:00,Long March 4C,Fengyun-3A,Active,64.68,Success,3474,1
NASA,USA,2008,21:02:00,Space Shuttle Discovery,STS-124,Retired,450,Success,3475,1
CASC,China,2008,12:15:00,Long March 3B,ChinaSat 9,Retired,,Success,3476,1
ULA,USA,2008,16:05:00,Delta II 7920H-10C,GLAST,Retired,,Success,3477,1
Arianespace,France,2008,22:05:00,Ariane 5 ECA,Skynet 5C & Turksat 3A,Active,200,Success,3478,1
VKS RF,Russia,2008,06:36:00,Cosmos-3M (11K65M),Orbcomm Satellites,Retired,,Success,3479,1
ULA,USA,2008,07:46:00,Delta II 7320-10C,Jason-2,Retired,,Success,3480,1
Arianespace,France,2008,21:47:00,Ariane 5 ECA,ProtoStar-1 & Badr-6,Active,200,Success,3481,1
VKS RF,Russia,2008,02:40:00,Cosmos-3M (11K65M),SAR-Lupe 5,Retired,,Success,3482,1
SpaceX,USA,2008,03:34:00,Falcon 1,Flight 3,Retired,7,Failure,3483,1
Arianespace,France,2008,20:44:00,Ariane 5 ECA,Superbird-7 & AMC-21,Active,200,Success,3484,1
ISA,Iran,2008,,Safir-1,Unknown Payload,Retired,,Failure,3485,1
Kosmotras,Kazakhstan,2008,07:15:00,Dnepr,RapidEye 1 to 5,Retired,29,Success,3486,1
CASC,China,2008,03:25:00,Long March 2C/SMA,Huanjing-1A & 1B,Active,,Success,3487,1
ULA,USA,2008,18:50:00,Delta II 7420-10C,GeoEye-1,Retired,,Success,3488,1
CASC,China,2008,13:10:00,Long March 2F/G,Shenzhou 7,Active,,Success,3489,1
SpaceX,USA,2008,23:15:00,Falcon 1,RatSat,Retired,7,Success,3490,1
Kosmotras,Russia,2008,06:37:00,Dnepr,THEOS 1,Retired,29,Success,3491,1
Northrop,USA,2008,17:47:00,Pegasus XL,IBEX,Active,40,Success,3492,1
ISRO,India,2008,00:52:00,PSLV-XL,Chandrayaan-1,Active,31,Success,3493,1
CASC,China,2008,01:15:00,Long March 4B,Shijian-6E & F,Active,64.68,Success,3494,1
ULA,USA,2008,02:28:00,Delta II 7420-10C,COSMO-3,Retired,,Success,3495,1
CASC,China,2008,16:53:00,Long March 3B/E,VENESAT 1,Active,29.15,Success,3496,1
CASC,China,2008,00:15:00,Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,29.75,Success,3497,1
CASC,China,2008,00:15:00,Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,29.75,Success,3498,1
NASA,USA,2008,00:55:00,Space Shuttle Endeavour,STS-126,Retired,450,Success,3499,1
VKS RF,Russia,2008,04:59:00,Molniya-M /Block 2BL,Cosmos 2446,Retired,,Success,3500,1
Arianespace,France,2008,22:35:00,Ariane 5 ECA,Hot Bird 9 & Eutelsat W2M,Active,200,Success,3501,1
ULA,USA,2009,02:47:00,Delta IV Heavy,NROL-26,Active,350,Success,3502,1
MHI,Japan,2009,03:54:00,H-IIA 202,"Ibuki, Maido 1 & Others",Active,90,Success,3503,1
VKS RF,Russia,2009,13:30:00,Tsyklon-3,Koronas Foton,Retired,,Success,3504,1
ISA,Iran,2009,,Safir-1,Omid,Retired,,Success,3505,1
ULA,USA,2009,10:22:00,Delta II 7320-10C,NOAA-N Prime,Retired,,Success,3506,1
Arianespace,France,2009,22:09:00,Ariane 5 ECA,"Hot Bird 10, NSS-9, Spirale-A & B",Active,200,Success,3507,1
Northrop,USA,2009,09:55:00,Minotaur C (Taurus),Orbiting Carbon Observatory,Active,45,Failure,3508,1
Land Launch,Kazakhstan,2009,08:30:00,Zenit-3 SLB,Telstar-11N,Retired,,Success,3509,1
ULA,USA,2009,03:49:00,Delta II 7925-10L,Kepler,Retired,,Success,3510,1
NASA,USA,2009,23:43:00,Space Shuttle Discovery,STS-119,Retired,450,Success,3511,1
Eurockot,Russia,2009,14:21:00,Rokot/Briz KM,GOCE,Retired,41.8,Success,3512,1
ULA,USA,2009,08:34:00,Delta II 7925,GPS IIRM-7,Retired,,Success,3513,1
ULA,USA,2009,00:31:00,Atlas V 421,WGS-2,Active,123,Success,3514,1
KCST,North Korea,2009,02:20:00,Unha-2,KwangmyÂÂngsÂÂng-2,Retired,,Failure,3515,1
ISRO,India,2009,01:15:00,PSLV-CA,RISAT-2 & ANUSAT,Active,21,Success,3516,1
ULA,USA,2009,20:24:00,Delta II 7920-10C,STSS-ATRR,Retired,,Success,3517,1
NASA,USA,2009,18:01:00,Space Shuttle Atlantis,STS-125,Retired,450,Success,3518,1
Arianespace,France,2009,13:12:00,Ariane 5 ECA,Herschel Space Observatory & Planck,Active,200,Success,3519,1
Northrop,USA,2009,23:55:00,Minotaur I,TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6,Active,40,Success,3520,1
ULA,USA,2009,17:32:00,Atlas V 421,LRO/LCROSS,Active,123,Success,3521,1
Land Launch,Kazakhstan,2009,21:50:00,Zenit-3 SLB,MEASAT 3a,Retired,,Success,3522,1
ULA,USA,2009,22:51:00,"Delta IV Medium+ (4,2)",GOES-O,Retired,164,Success,3523,1
Arianespace,France,2009,19:52:00,Ariane 5 ECA,TerreStar-1,Active,200,Success,3524,1
VKS RF,Russia,2009,01:26:00,Rokot/Briz KM,Cosmos 2451 to 2453,Retired,41.8,Success,3525,1
SpaceX,USA,2009,03:35:00,Falcon 1,RazakSat,Retired,7,Success,3526,1
NASA,USA,2009,22:03:00,Space Shuttle Endeavour,STS-127,Retired,450,Success,3527,1
VKS RF,Russia,2009,03:57:00,Cosmos-3M (11K65M),Cosmos 2454,Retired,,Success,3528,1
Kosmotras,Kazakhstan,2009,18:46:00,Dnepr,DubaiSat 1 & Others,Retired,29,Success,3529,1
ULA,USA,2009,10:35:00,Delta II 7925,GPS IIRM-8,Retired,,Success,3530,1
Arianespace,France,2009,22:09:00,Ariane 5 ECA,JCSAT-12 & Optus D3,Active,200,Success,3531,1
KARI,South Korea,2009,08:00:00,Naro-1,STSAT-2A,Retired,,Failure,3532,1
NASA,USA,2009,03:59:00,Space Shuttle Discovery,STS-128,Retired,450,Success,3533,1
ULA,USA,2009,21:35:00,Atlas V 401,PAN,Active,109,Success,3534,1
MHI,Japan,2009,17:01:00,H-IIB,HTV-1,Retired,112.5,Success,3535,1
ISRO,India,2009,06:21:00,PSLV-CA,Oceansat-2 & Rideshares,Active,21,Success,3536,1
ULA,USA,2009,12:20:00,Delta II 7920-10C,STSS Demo,Retired,,Success,3537,1
Arianespace,France,2009,21:59:00,Ariane 5 ECA,Amazonas 2 & COMSATBw-1,Active,200,Success,3538,1
ULA,USA,2009,18:51:00,Delta II 7920-10C,WorldView-2,Retired,,Success,3539,1
ULA,USA,2009,16:12:00,Atlas V 401,DMSP-5D3-F18,Active,109,Success,3540,1
NASA,USA,2009,15:30:00,Ares 1-X,Ares 1-X Test Flight,Retired,450,Success,3541,1
Arianespace,France,2009,20:00:00,Ariane 5 ECA,NSS-12 & Thor-6,Active,200,Success,3542,1
Eurockot,Russia,2009,01:50:00,Rokot/Briz KM,SMOS and Proba-2,Retired,41.8,Success,3543,1
NASA,USA,2009,19:28:00,Space Shuttle Atlantis,STS-129,Retired,450,Success,3544,1
ULA,USA,2009,06:55:00,Atlas V 431,Intersat 14,Retired,130,Success,3545,1
MHI,Japan,2009,01:21:00,H-IIA 202,IGS-Optical 3,Active,90,Success,3546,1
Land Launch,Kazakhstan,2009,21:00:00,Zenit-3 SLB,Intelsat 15,Retired,,Success,3547,1
ULA,USA,2009,01:47:00,"Delta IV Medium+ (5,4)",WGS-3,Retired,,Success,3548,1
ULA,USA,2009,14:09:00,Delta II 7320-10C,WISE,Retired,,Success,3549,1
Arianespace,France,2009,16:26:00,Ariane 5 GS,Helios 2B,Retired,,Success,3550,1
Roscosmos,Kazakhstan,2010,03:45:00,Soyuz U,Soyuz-U,Retired,,Success,3551,1
NASA,USA,2010,09:14:00,Space Shuttle Endeavour,STS-130,Retired,450,Success,3552,1
ULA,USA,2010,15:23:00,Atlas V 401,SDO,Active,109,Success,3553,1
ULA,USA,2010,23:57:00,"Delta IV Medium+ (4,2)",GOES 15,Retired,164,Success,3554,1
Roscosmos,Kazakhstan,2010,04:04:00,Soyuz FG,Soyuz TMA-18,Retired,,Success,3555,1
NASA,USA,2010,10:21:00,Space Shuttle Discovery,STS-131,Retired,450,Success,3556,1
Kosmotras,Kazakhstan,2010,13:57:00,Dnepr,CryoSat-2,Retired,29,Success,3557,1
ISRO,India,2010,10:57:00,GSLV Mk II,GSAT-4,Active,47,Failure,3558,1
ULA,USA,2010,23:52:00,Atlas V 501,OTV-1,Retired,120,Success,3559,1
VKS RF,Russia,2010,01:05:00,Cosmos-3M (11K65M),Cosmos 2463,Retired,,Success,3560,1
Roscosmos,Kazakhstan,2010,17:15:00,Soyuz U,Progress M-05M,Retired,,Success,3561,1
MHI,Japan,2010,21:58:00,H-IIA 202,"Akatsuki, IKAROS & Others",Active,90,Success,3562,1
NASA,USA,2010,18:20:00,Space Shuttle Atlantis,STS-132,Retired,450,Success,3563,1
Arianespace,France,2010,22:01:00,Ariane 5 ECA,Astra 3B  & COMSATBw-2,Active,200,Success,3564,1
ULA,USA,2010,03:00:00,"Delta IV Medium+ (4,2)",GPS IIF-1,Retired,164,Success,3565,1
Eurockot,Russia,2010,01:59:00,Rokot/Briz KM,SERVIS-2,Retired,41.8,Success,3566,1
SpaceX,USA,2010,18:45:00,Falcon 9 v1.0,Flight 1,Retired,59.5,Success,3567,1
KARI,South Korea,2010,08:01:00,Naro-1,STSAT-2B,Retired,,Failure,3568,1
Kosmotras,Russia,2010,14:42:00,Dnepr,Picard & Others,Retired,29,Success,3569,1
Kosmotras,Kazakhstan,2010,02:14:00,Dnepr,TanDEM-X,Retired,29,Success,3570,1
IAI,Israel,2010,,Shavit-2,Ofek-9,Active,,Success,3571,1
Arianespace,France,2010,21:41:00,Ariane 5 ECA,"Arabsat-5A, COMS-1",Active,200,Success,3572,1
ISRO,India,2010,03:52:00,PSLV-CA,Cartosat-2B & Rideshares,Active,21,Success,3573,1
Arianespace,France,2010,20:45:00,Ariane 5 ECA,"Nilesat-201, Rascom-QAF 1R",Active,200,Success,3574,1
ULA,USA,2010,11:07:00,Atlas V 531,AEHF-1,Active,140,Success,3575,1
VKS RF,Russia,2010,03:30:00,Rokot/Briz KM,"Cosmos 2467, 2468 and Goniets-M 12",Retired,41.8,Success,3576,1
ULA,USA,2010,04:03:00,Atlas V 501,NROL-41,Retired,120,Success,3577,1
Northrop,USA,2010,04:41:00,Minotaur IV,SBSS,Active,46,Success,3578,1
VKS RF,Russia,2010,17:01:00,Molniya-M /Block 2BL,Cosmos 2469,Retired,,Success,3579,1
Arianespace,France,2010,23:51:00,Ariane 5 ECA,"Eutelsat W3B, BSAT-3B",Active,200,Success,3580,1
ULA,USA,2010,02:20:00,Delta II 7420-10C,COSMO-4,Retired,,Success,3581,1
Northrop,USA,2010,01:25:00,Minotaur IV,STP-S26,Active,46,Success,3582,1
ULA,USA,2010,22:58:00,Delta IV Heavy,NROL-32,Active,350,Success,3583,1
Arianespace,France,2010,18:39:00,Ariane 5 ECA,"Intelsat 17, HYLAS-1",Active,200,Success,3584,1
SpaceX,USA,2010,15:43:00,Falcon 9 v1.0,COTS-1,Retired,59.5,Success,3585,1
ISRO,India,2010,10:34:00,GSLV Mk I,GSAT-5P,Retired,47,Failure,3586,1
Arianespace,France,2010,21:27:00,Ariane 5 ECA,"Koreasat 6, Hispasat-1E",Active,200,Success,3587,1
Roscosmos,Kazakhstan,2011,12:29:00,Zenit-3 SLBF,Elektro-L nâ Â­1,Retired,,Success,3588,1
ULA,USA,2011,21:10:00,Delta IV Heavy,NROL-49,Active,350,Success,3589,1
MHI,Japan,2011,05:37:00,H-IIB,HTV-2,Retired,112.5,Success,3590,1
VKS RF,Russia,2011,14:00:00,Rokot/Briz KM,Cosmos 2470,Retired,41.8,Partial Failure,3591,1
Northrop,USA,2011,12:26:00,Minotaur I,NROL-66,Active,40,Success,3592,1
Arianespace,France,2011,22:13:00,Ariane 5 ES,Johannes Kepler ATV,Retired,,Success,3593,1
NASA,USA,2011,21:53:00,Space Shuttle Discovery,STS-133,Retired,450,Success,3594,1
Northrop,USA,2011,10:09:00,Minotaur C (Taurus),"Glory, KySat-1, Hermes, and Explorer-1 [PRIME]",Active,45,Failure,3595,1
ULA,USA,2011,22:46:00,Atlas V 501,OTV-2,Retired,120,Success,3596,1
ULA,USA,2011,22:38:00,"Delta IV Medium+ (4,2)",NROL-27,Retired,164,Success,3597,1
ULA,USA,2011,04:24:00,Atlas V 411,NROL-34,Retired,115,Success,3598,1
ISRO,India,2011,04:42:00,PSLV-G,ResourceSat-2 & X-Sat & YouthSat,Retired,25,Success,3599,1
Arianespace,France,2011,21:37:00,Ariane 5 ECA,"Yahsat 1A, Intelsat 28 (New Dawn)",Active,200,Success,3600,1
ULA,USA,2011,18:10:00,Atlas V 401,SBIRS GEO-1,Active,109,Success,3601,1
NASA,USA,2011,12:56:00,Space Shuttle Endeavour,STS-134,Retired,450,Success,3602,1
Arianespace,France,2011,20:38:00,Ariane 5 ECA,"ST-2, GSAT-8",Active,200,Success,3603,1
ULA,USA,2011,14:20:00,Delta II 7320-10C,SAC-D,Retired,,Success,3604,1
ISA,Iran,2011,,Safir-1A,Rasad 1,Retired,,Success,3605,1
Northrop,USA,2011,03:09:00,Minotaur I,ORS-1,Active,40,Success,3606,1
NASA,USA,2011,15:29:00,Space Shuttle Atlantis,STS-135,Retired,450,Success,3607,1
ISRO,India,2011,11:18:00,PSLV-XL,GSAT-12,Active,31,Success,3608,1
ULA,USA,2011,06:41:00,"Delta IV Medium+ (4,2)",GPS IIF-2,Retired,164,Success,3609,1
Roscosmos,Kazakhstan,2011,02:31:00,Zenit-3 SLBF,Spektr-R,Retired,,Success,3610,1
ULA,USA,2011,16:25:00,Atlas V 551,Juno,Active,153,Success,3611,1
Arianespace,France,2011,22:52:00,Ariane 5 ECA,"Astra 1N, BSAT-3C (JCSAT-110R)",Active,200,Success,3612,1
Kosmotras,Russia,2011,07:12:00,Dnepr,Sich 2 & Others,Retired,29,Success,3613,1
ULA,USA,2011,13:08:00,Delta II 7920H-10C,GRAIL,Retired,,Success,3614,1
MHI,Japan,2011,11:17:00,H-IIA 202,Michibiki 1,Active,90,Success,3615,1
Arianespace,France,2011,21:38:00,Ariane 5 ECA,"Arabsat-5C, SES-2",Active,200,Success,3616,1
MHI,Japan,2011,04:36:00,H-IIA 202,IGS-Optical 4,Active,90,Success,3617,1
Northrop,USA,2011,15:49:00,Minotaur IV,TacSat-4,Active,46,Success,3618,1
CASC,China,2011,21:16:00,Long March 2F/T,Tiangong-1,Active,,Success,3619,1
Land Launch,Kazakhstan,2011,21:00:00,Zenit-3 SLB,Intelsat 18,Retired,,Success,3620,1
ISRO,India,2011,05:31:00,PSLV-CA,Megha-Tropiques & Rideshares,Active,21,Success,3621,1
Arianespace,France,2011,07:30:00,Soyuz ST-B/Fregat-MT,Galileo IOV FM01-FM02,Active,30,Success,3622,1
ULA,USA,2011,09:48:00,Delta II 7920-10C,Suomi NPP / ELaNa III,Retired,,Success,3623,1
CASC,China,2011,21:58:00,Long March 2F/G,Shenzhou 8,Active,,Success,3624,1
Roscosmos,Kazakhstan,2011,20:16:00,Zenit-2 FG,Fobos-Grunt & Yinghuo 1,Retired,,Success,3625,1
ULA,USA,2011,15:02:00,Atlas V 541,Mars Science Laboratory,Active,145,Success,3626,1
MHI,Japan,2011,01:21:00,H-IIA 202,IGS-Radar 3,Active,90,Success,3627,1
Arianespace,France,2011,02:03:00,Soyuz ST-A/Fregat,"Pl??iades 1A, SSOT, Elisa",Active,80,Success,3628,1
ULA,USA,2012,00:38:00,"Delta IV Medium+ (5,4)",WGS-4,Retired,,Success,3629,1
ISA,Iran,2012,,Safir-1B,Navid,Retired,,Success,3630,1
ESA,France,2012,10:00:00,Vega,"Lares, AlmaSat-1 & 7 cubesats",Active,37,Success,3631,1
ULA,USA,2012,22:15:00,Atlas V 551,MUOS-1,Active,153,Success,3632,1
Arianespace,France,2012,04:34:00,Ariane 5 ES,Edoardo Amaldi ATV,Retired,,Success,3633,1
ULA,USA,2012,23:12:00,"Delta IV Medium+ (5,2)",NROL-25,Retired,,Success,3634,1
KCST,North Korea,2012,22:38:00,Unha-3,KwangmyÂÂngsÂÂng-3,Active,,Failure,3635,1
ISRO,India,2012,00:17:00,PSLV-XL,RISAT-1,Active,31,Success,3636,1
ISRO,India,2012,,PSLV-XL,PSLV- C19 RISAT-1,Active,31,Success,3637,1
ULA,USA,2012,18:42:00,Atlas V 531,AEHF-2,Active,140,Success,3638,1
Arianespace,France,2012,22:13:00,Ariane 5 ECA,"JCSAT-13, Vinasat-2",Active,200,Success,3639,1
MHI,Japan,2012,16:39:00,H-IIA 202,"Shizuku, KOMPSAT 3 & Others",Active,90,Success,3640,1
SpaceX,USA,2012,07:44:00,Falcon 9 v1.0,COTS-2+,Retired,59.5,Success,3641,1
ISA,Iran,2012,,Safir-1B+,Unknown Payload,Active,,Failure,3642,1
Northrop,USA,2012,16:00:00,Pegasus XL,NuSTAR,Active,40,Success,3643,1
CASC,China,2012,10:37:00,Long March 2F/G,Shenzhou 9,Active,,Success,3644,1
ULA,USA,2012,12:28:00,Atlas V 401,NROL-38,Active,109,Success,3645,1
ULA,USA,2012,13:15:00,Delta IV Heavy,NROL-15,Active,350,Success,3646,1
Arianespace,France,2012,21:36:00,Ariane 5 ECA,"EchoStar XVII, MSG-3",Active,200,Success,3647,1
MHI,Japan,2012,02:06:00,H-IIB,HTV-3,Retired,112.5,Success,3648,1
VKS RF,Russia,2012,01:35:00,Rokot/Briz KM,Cosmos 2481 & Goniets-M 13 and 15,Retired,41.8,Success,3649,1
Arianespace,France,2012,20:54:00,Ariane 5 ECA,"Intelsat 20, HYLAS 2",Active,200,Success,3650,1
ULA,USA,2012,08:05:00,Atlas V 401,Van Allen Probes (RBSP),Active,109,Success,3651,1
ISRO,India,2012,04:23:00,PSLV-CA,SPOT-6 & mRESINS & PROITERES,Active,21,Success,3652,1
ULA,USA,2012,21:39:00,Atlas V 401,NROL-36,Active,109,Success,3653,1
ISA,Iran,2012,,Safir-1B+,Unknown Payload,Active,,Failure,3654,1
Arianespace,France,2012,21:18:00,Ariane 5 ECA,"Astra 2F, GSAT-10",Active,200,Success,3655,1
ULA,USA,2012,12:10:00,"Delta IV Medium+ (4,2)",GPS IIF-3,Retired,164,Success,3656,1
SpaceX,USA,2012,00:35:00,Falcon 9 v1.0,CRS-1,Retired,59.5,Partial Failure,3657,1
Arianespace,France,2012,15:15:00,Soyuz ST-B/Fregat-MT,Galileo IOV FM03-FM04,Active,30,Success,3658,1
Arianespace,France,2012,21:05:00,Ariane 5 ECA,"Eutelsat 21B, Star One C3",Active,200,Success,3659,1
Arianespace,France,2012,02:02:00,Soyuz ST-A/Fregat,Pl??iades 1B,Active,80,Success,3660,1
ULA,USA,2012,18:03:00,Atlas V 501,OTV-3,Retired,120,Success,3661,1
KCST,North Korea,2012,00:49:00,Unha-3,KwangmyÂÂngsÂÂng-3 (Unit 2),Active,,Success,3662,1
Arianespace,France,2012,21:49:00,Ariane 5 ECA,"Skynet 5D, Mexsat-3",Active,200,Success,3663,1
VKS RF,Russia,2013,16:24:00,Rokot/Briz KM,Cosmos 2482 to 2484,Retired,41.8,Partial Failure,3664,1
MHI,Japan,2013,04:40:00,H-IIA 202,IGS-Optical 5V & IGS-Radar 4,Active,90,Success,3665,1
KARI,South Korea,2013,07:00:00,Naro-1,STSAT-2C,Retired,,Success,3666,1
ULA,USA,2013,01:48:00,Atlas V 401,TDRS-K,Active,109,Success,3667,1
Arianespace,France,2013,21:36:00,Ariane 5 ECA,"Amazonas-3, Azerspace-1 (Africasat-1A)",Active,200,Success,3668,1
ULA,USA,2013,18:02:00,Atlas V 401,Landsat 8,Active,109,Success,3669,1
ISRO,India,2013,12:31:00,PSLV-CA,SARAL & Rideshares,Active,21,Success,3670,1
SpaceX,USA,2013,15:10:00,Falcon 9 v1.0,CRS-2,Retired,59.5,Success,3671,1
ULA,USA,2013,21:21:00,Atlas V 401,SBIRS GEO-2,Active,109,Success,3672,1
Northrop,USA,2013,21:00:00,Antares 110,Antares A-ONE,Retired,80,Success,3673,1
Arianespace,France,2013,02:06:00,Vega,"Proba-V, VNREDSat-1A & ESTCube-1",Active,37,Success,3674,1
ULA,USA,2013,21:38:00,Atlas V 401,GPS IIF-4,Active,109,Success,3675,1
ULA,USA,2013,00:27:00,"Delta IV Medium+ (5,4)",WGS-5,Retired,,Success,3676,1
Arianespace,France,2013,21:52:00,Ariane 5 ES,Albert Einstein ATV,Retired,,Success,3677,1
CASC,China,2013,09:38:00,Long March 2F/G,Shenzhou 10,Active,,Success,3678,1
Arianespace,France,2013,19:27:00,Soyuz ST-B/Fregat-MT,O3b FM01-FM02/FM04-FM05,Active,30,Success,3679,1
VKS RF,Kazakhstan,2013,16:53:00,Strela,Cosmos 2487,Retired,,Success,3680,1
Northrop,USA,2013,02:27:00,Pegasus XL,IRIS,Active,40,Success,3681,1
ISRO,India,2013,18:11:00,PSLV-XL,IRNSS-1A,Active,31,Success,3682,1
VKS RF,Kazakhstan,2013,02:38:00,Proton-M/DM-3,"Cosmos 2488, 2489 & 2490",Active,65,Failure,3683,1
ULA,USA,2013,13:00:00,Atlas V 551,MUOS-2,Active,153,Success,3684,1
Arianespace,France,2013,19:54:00,Ariane 5 ECA,"Alphasat I-XL, INSAT-3D",Active,200,Success,3685,1
MHI,Japan,2013,19:48:00,H-IIB,HTV-4,Retired,112.5,Success,3686,1
ULA,USA,2013,00:29:00,"Delta IV Medium+ (5,4)",WGS-6,Retired,,Success,3687,1
Kosmotras,Russia,2013,14:39:00,Dnepr,KompSat-5,Retired,29,Success,3688,1
ULA,USA,2013,18:03:00,Delta IV Heavy,NROL-65,Active,350,Success,3689,1
Arianespace,France,2013,20:30:00,Ariane 5 ECA,"Eutelsat 25B/Es'hail 1, GSAT-7",Active,200,Success,3690,1
Land Launch,Kazakhstan,2013,20:05:00,Zenit-3 SLB,AMOS 4,Retired,,Success,3691,1
Northrop,USA,2013,03:27:00,Minotaur V,LADEE,Active,55,Success,3692,1
VKS RF,Russia,2013,23:23:00,Rokot/Briz KM,"Goniets-M 14, 16 and 17",Retired,41.8,Success,3693,1
Northrop,USA,2013,14:58:00,Antares 110,CRS Orb-D1,Retired,80,Success,3694,1
JAXA,Japan,2013,05:00:00,Epsilon Demo,SPRINT-A,Retired,,Success,3695,1
ULA,USA,2013,08:10:00,Atlas V 531,AEHF-3,Active,140,Success,3696,1
CASIC,China,2013,04:37:00,Kuaizhou 1,Kuaizhou 1,Retired,,Success,3697,1
SpaceX,USA,2013,16:00:00,Falcon 9 v1.1,CASSIOPE,Retired,56.5,Success,3698,1
ISRO,India,2013,09:08:00,PSLV-XL,Mars Orbiter Mission,Active,31,Success,3699,1
